priority,who1,who2,source_id,ref_abb,species,locality,nest_search_frequency,when_most_nests_found,comments
2,eschlicht,mcragnolini,148,Zefania et al. 2008,Charadrius_thoracicus,Tsimanampetsotsa,unknown,unknown,
2,mcragnolini,,149,Burns et al. 2013,Charadrius_sanctaehelenae,St. Helena Island,,,
2,"Cdura, done",mcragnolini,150,Székely et al. 1994,Charadrius_alexandrinus,Miklapuzsta,unknown,laying,"""Each pair was observed once before or during egg-laying.""; ""Only clutches found during egg-laying or at the start of incubation were used in manipulation experiments"""
2,ready,,151,Pietrelli et al. 2001,Charadrius_alexandrinus,"Castel Porziano, near Rome",,,
2,apintaric,,152,Kozstolány et al. 2009,Charadrius_alexandrinus,Al Wathba Wetland Reserve,,,
2,jreneerkens,,153,Al Rashidi et al. 2011,Charadrius_alexandrinus,Farasan Islands,,,
2,eschlicht,,157,Rupert 1997,Charadrius_nivosus,"Laguna Atascosa National Wildlife Refuge, Texas",,,
2,jreneerkens,,159,Demers & Robinson-Nilsen 2012,Charadrius_nivosus,"California, Eden Landing Ecological Reserve",,,
2,eschlicht,,161,Yasué et al. 2007,Charadrius_peronii,"Khao Sam Roi Yod National Park, Beach, resampling of pair within habitat",,,
2,eschlicht,,161,Yasué et al. 2007,Charadrius_peronii,"Khao Sam Roi Yod National Park, Saltflat, resampling of pair within habitat",,,
2,apintaric,,162,Keedwell & Sanders 2002,Charadrius_bicinctus,"Ohau River, South Island",,,
2,jreneerkens,,164,Baird & Daan 2003,Thinornis_rubricollis,"Phillip Island, southern Victoria",,,
2,ready,,165,Davis 1994,Thinornis_novaeseelandiae,Rangatira (South East) island New Zealand,,,
2,"Cdura, done",,166,Hsu & Severinghaus 2011,Rostratula_benghalensis,I-Lan (in the city!!!),,,
2,rlanctot,,169,Osborne 1982,Jacana_jacana,Burma willage 65 km from Georgetown,,,
2,eschlicht,,170,Hoodles & Coulson 1998,Scolopax_rusticola,Central & S England,,,
2,eschlicht,,170,Hoodles & Coulson 1998,Scolopax_rusticola,"England, Scotland, Wales (Central & S England, N England, Scotland)",,,
2,eschlicht,,170,Hoodles & Coulson 1998,Scolopax_rusticola,N England,,,
2,eschlicht,,170,Hoodles & Coulson 1998,Scolopax_rusticola,Scotland,,,
2,eweiser,,173,Mongin 2002,Gallinago_media,"whole country, centre",,,
2,mcragnolini,,173,Mongin 2002,Gallinago_gallinago,"whole country, centre",,,
2,jreneerkens,,176,Groen et al. 2006,Limosa_limosa,"Selenga delta, Bajkal",,,
2,mcragnolini,,179,Pulliainen & Saari 1993,Numenius_phaeopus,Värriö Subarctic Research Station,,,
2,mcragnolini,,187,Christian & Hancock 2009,Tringa_nebularia,"north Sutherland, Scotland",,,
2,jreneerkens,,189,Cuthbertson et al. 1952,Actitis_hypoleucos,"Sedbergh, England",,,
2,eschlicht,,190,Holland et al. 1982,Actitis_hypoleucos,Alport and Ashop river,,,
2,mcragnolini,,191,Cialdini & Orians 1944,Actitis_macularius,"Milwaukee, Wisconsin",,,
2,eweiser,,192,Miller & Miller 1948,Actitis_macularius,"Belle isle, Detroit river, Michigan",,,
2,mcragnolini,,193,Hays 1972,Actitis_macularius,"Great Gull Island, New York",,,
2,FSquirrell,,194,Oring & Knudson 1972,Actitis_macularius,"near La Salle lagoon, Minnesota",,,
2,jreneerkens,,195,Alberico et al. 1991,Actitis_macularius,"Little Pelican Island, Minesotta",,,
2,dsolovyeva,,197,Tomkovich 2001,Calidris_tenuirostris,upper Anadyr R,,,
2,eschlicht,,198,Parmelee 1970,Calidris_alba,Bathurst Island,,,
2,rlanctot,,200,Gratto and Cooke 1983,Calidris_pusilla,"La Perouse Bay, Manitoba",,,
2,mcragnolini,,207,Reid & Montgomerie 1985,Calidris_bairdii,"Sarcpa Lake, Melville Peninsula",,,
2,rlanctot,,208,Soloviev et al. 2010,Calidris_alpina,Lower Khatanga River,,,
2,rlanctot,,208,Soloviev et al. 2010,Calidris_melanotos,Lower Khatanga River,,,
2,rlanctot,,208,Soloviev et al. 2010,Calidris_minuta,Lower Khatanga River,,,
2,rlanctot,,208,Soloviev et al. 2010,Phalaropus_fulicarius,Lower Khatanga River,,,
2,rlanctot,,208,Soloviev et al. 2010,Philomachus_pugnax,Lower Khatanga River,,,
2,rlanctot,,211,Jönsson 1991,Calidris_alpina,SW Skane (Soutwest Sweeden),,,
2,rlanctot,,212,Kagarise 1979,Steganopus_tricolor (Phalaropus tricolor),"Audubon National Wildlife Refuge, North Dacota",,,
2,eschlicht,,214,Gonçalves 2014,Cursorius_cursor,Maio (Cape Verde),,,
2,apintaric,,217,Brosset 1979,Glareola_nuchalis,"M'Passa, near Makokou",,,
,vldamico,,600,,Charadrius falklandicus,"North Chubut, Patagonia Argentina",,,
,gdhevia,,600,,Charadrius falklandicus,"North Chubut, Patagonia Argentina",,,
,mbertellotti,,600,,Charadrius falklandicus,"North Chubut, Patagonia Argentina",,,
